product_name,product_price,product_brand,product_link
Perforadora de Diamante Bosch GDB 350 WE 3200 W,1887490,Bosch,https://herramientas.cl/ficha/596064/perforadora-de-diamante-bosch-gdb-350-we-3200-w
Sierra Caladora 450 Watts,39900,Stanley,https://herramientas.cl/ficha/600981/sierra-caladora-450-watts
Lijadora Excentrica Dongcheng DSA150 150mm,30450,Dongcheng,https://herramientas.cl/ficha/605713/lijadora-excentrica-dongcheng-dsa150-150mm
Esmeril Angular Makita GA4540C 1400 W,114430,Makita,https://herramientas.cl/ficha/575687/esmeril-angular-makita-ga4540c-1400-w
Cepillo eléctrico Skil 1555 550W,59140,Skil,https://herramientas.cl/ficha/575962/cepillo-electrico-skil-1555-550w
Pulidora Dewalt DWP849X 7 y 9,150990,Dewalt,https://herramientas.cl/ficha/575243/pulidora-dewalt-dwp849x-7-y-9
Esmeril recto Bosch GGS 8 SH 1200W,494450,Bosch,https://herramientas.cl/ficha/590547/esmeril-recto-bosch-ggs-8-sh-1200w
Sierra caladora Bosch GST 150 BCE 780 W,162080,Bosch,https://herramientas.cl/ficha/575084/sierra-caladora-bosch-gst-150-bce-780-w
Lijadora Pulidora Angular 7 Makita 180 mm,301400,Makita,https://herramientas.cl/ficha/577067/lijadora-pulidora-angular-7-makita-180-mm
Taladro Percutor Vel Variable 3/8 550w,26930,Black&Decker,https://herramientas.cl/ficha/583134/taladro-percutor-vel-variable-38-550w
MARTILLO DEMOLEDOR Bosch GSH 11 E 1.500W,610110,Bosch,https://herramientas.cl/ficha/575037/martillo-demoledor-bosch-gsh-11-e-1500w
Atornillador Hexagonal 1/4¨ Makita FS4200 570W,124310,Makita,https://herramientas.cl/ficha/575611/atornillador-hexagonal-14-makita-fs4200-570w
Esmeril angular compacto Fein WSG 15-125 PRT 1500W,252870,Fein,https://herramientas.cl/ficha/577763/esmeril-angular-compacto-fein-wsg-15-125-prt-1500w
Martillo Perforador Rompedor Bosch GBH 2-20D 650W,98990,Bosch,https://herramientas.cl/ficha/575149/martillo-perforador-rompedor-bosch-gbh-2-20d-650w
Esmeril Angular 4 1/2 850 Watts,32400,Stanley,https://herramientas.cl/ficha/588482/esmeril-angular-4-12-850-watts
Taladro Rotación Dewalt DW130V 16 mm (5/8) 710 W,219310,Dewalt,https://herramientas.cl/ficha/575294/taladro-rotacion-dewalt-dw130v-16-mm-58-710-w
Multiherramienta Makita TM3010CX5 320W,206340,Makita,https://herramientas.cl/ficha/575723/multiherramienta-makita-tm3010cx5-320w
Sierra Caladora Einhell TE-JS 100 750 W,59900,Einhell,https://herramientas.cl/ficha/577455/sierra-caladora-einhell-te-js-100-750-w
Fresadora Dongcheng DMR02-12 1.650 W,76130,Dongcheng,https://herramientas.cl/ficha/591582/fresadora-dongcheng-dmr02-12-1650-w
Esmeril angular Velocidad variable Milwaukee 6117-59 1500W,164150,Milwaukee,https://herramientas.cl/ficha/594405/esmeril-angular-velocidad-variable-milwaukee-6117-59-1500w
Pistola de Calor Dewalt Dewalt D26411C 2.000 W,85470,Dewalt,https://herramientas.cl/ficha/598141/pistola-de-calor-dewalt-dewalt-d26411c-2000-w
Lijadora Orbital Dongcheng DSB104 200w,39820,Dongcheng,https://herramientas.cl/ficha/599607/lijadora-orbital-dongcheng-dsb104-200w
Rectificador Dongcheng DSJ02-25 400 W,27980,Dongcheng,https://herramientas.cl/ficha/605716/rectificador-dongcheng-dsj02-25-400-w
Esmeril Angular Makita GA7030 2.400 W,131480,Makita,https://herramientas.cl/ficha/575688/esmeril-angular-makita-ga7030-2400-w
Martillo perforador electroneumático Skil 1559 600W,54280,Skil,https://herramientas.cl/ficha/575966/martillo-perforador-electroneumatico-skil-1559-600w
Esmeril Recto Dewalt DWE4887 450 W,115350,Dewalt,https://herramientas.cl/ficha/575244/esmeril-recto-dewalt-dwe4887-450-w
CEPILLO ELECTRICO 82X2/900W FERTON PROFESIONAL,61850,Uyustools,https://herramientas.cl/ficha/590612/cepillo-electrico-82x2900w-ferton-profesional
Sierra De Calar Metal Bosch GST 25 M 670W,159200,Bosch,https://herramientas.cl/ficha/575086/sierra-de-calar-metal-bosch-gst-25-m-670w
Cepillo Makita 1805N 1.140W,534050,Makita,https://herramientas.cl/ficha/575654/cepillo-makita-1805n-1140w
Lijadora Excéntrica Bosch GEX 125-1 AE 250W,79170,Bosch,https://herramientas.cl/ficha/575039/lijadora-excentrica-bosch-gex-125-1-ae-250w
Llave de Impacto 1 Makita TW1000 1200 W,669060,Makita,https://herramientas.cl/ficha/575612/llave-de-impacto-1-makita-tw1000-1200-w
Lijadora Roto-Excéntrica Makita 150 mm Caja Makpack BO6050J,447050,Makita,https://herramientas.cl/ficha/587881/lijadora-roto-excentrica-makita-150-mm-caja-makpack-bo6050j
Pistola de Calor Uyustools PSJ001 1500W,17500,Uyustools,https://herramientas.cl/ficha/587197/pistola-de-calor-uyustools-psj001-1500w
Taladro de Percusion Stanley SDH600 1/2 600 Watts,36620,Stanley,https://herramientas.cl/ficha/588485/taladro-de-percusion-stanley-sdh600-12-600-watts
TALADRO PERCUSION REVERSIBLE GSB 550 RE + SET 34 PZS- BOSCH,40950,Bosch,https://herramientas.cl/ficha/599719/taladro-percusion-reversible-gsb-550-re-set-34-pzs-bosch
Taladro de percusión Bosch GSB 20-2 800 W,93380,Bosch,https://herramientas.cl/ficha/586458/taladro-de-percusion-bosch-gsb-20-2-800-w
Martillo Perforador Bosch GBH 2-24 D SDS plus,133540,Bosch,https://herramientas.cl/ficha/610961/martillo-perforador-bosch-gbh-2-24-d-sds-plus
Taladro Percutor Dewalt DW505 13 mm,97500,Dewalt,https://herramientas.cl/ficha/575295/taladro-percutor-dewalt-dw505-13-mm
Sierra Caladora Makita 4350FCT 720 W,173770,Makita,https://herramientas.cl/ficha/575724/sierra-caladora-makita-4350fct-720-w
Sierra Circular Dongcheng DMY02-235 2000W,98020,Dongcheng,https://herramientas.cl/ficha/591583/sierra-circular-dongcheng-dmy02-235-2000w
Esmeril Angular 9 Milwaukee 6087-59 220 V,141370,Milwaukee,https://herramientas.cl/ficha/594407/esmeril-angular-9-milwaukee-6087-59-220-v
Rectificador Dongcheng DSJ25 240W,21740,Dongcheng,https://herramientas.cl/ficha/605717/rectificador-dongcheng-dsj25-240w
Esmeril Angular Makita GA7040S 2.600 W,135590,Makita,https://herramientas.cl/ficha/575689/esmeril-angular-makita-ga7040s-2600-w
Cepillo eléctrico Skil 1570 900W,79290,Skil,https://herramientas.cl/ficha/575969/cepillo-electrico-skil-1570-900w
Martillo Cincelador SDS MAX Dewalt D25831K 2840 ipm,606440,Dewalt,https://herramientas.cl/ficha/575247/martillo-cincelador-sds-max-dewalt-d25831k-2840-ipm
KIT ESMERIL RECTO AT7033K PUMA,50950,Isesa,https://herramientas.cl/ficha/600465/kit-esmeril-recto-at7033k-puma
Pistola de Calor Bosch GHG 20-63 2000 W,95300,Bosch,https://herramientas.cl/ficha/610712/pistola-de-calor-bosch-ghg-20-63-2000-w
Sierra Caladora Bosch GST 65 BE 400 W,62990,Bosch,https://herramientas.cl/ficha/575087/sierra-caladora-bosch-gst-65-be-400-w
Cepillo 170 mm 1806B Makita,650690,Makita,https://herramientas.cl/ficha/575655/cepillo-170-mm-1806b-makita
Esmeril Angular Makita 9564P 1100 W,88300,Makita,https://herramientas.cl/ficha/577069/esmeril-angular-makita-9564p-1100-w
Taladro Percutor 1/2 Black&Decker HD555 550W,30070,Black&Decker,https://herramientas.cl/ficha/583139/taladro-percutor-12-black-decker-hd555-550w
Esmeril Angular Makita-Mt M0901G 115mm,32010,Makita-Mt,https://herramientas.cl/ficha/589111/esmeril-angular-makita-mt-m0901g-115mm
Lijadora Black&Decker BS200 1/4,24890,Black&Decker,https://herramientas.cl/ficha/599118/lijadora-black-decker-bs200-14
Martillo Demoledor Bosch GSH-27 VC 2.000W,1314350,Bosch,https://herramientas.cl/ficha/575040/martillo-demoledor-bosch-gsh-27-vc-2000w
Atornillador Hexagonal Makita Makita FS6300 570W,100400,Makita,https://herramientas.cl/ficha/575613/atornillador-hexagonal-makita-makita-fs6300-570w
Fresadora de Mano Makita-Mt M3700G 1/4 Pulgadas,58040,Makita-Mt,https://herramientas.cl/ficha/577859/fresadora-de-mano-makita-mt-m3700g-14-pulgadas
VENTA ESPECIAL TALADRO GSB 550 RE CARTON + 14 BROCAS BOSCH,45560,Bosch,https://herramientas.cl/ficha/586135/venta-especial-taladro-gsb-550-re-carton-14-brocas-bosch
Taladro Base Magnetica NEO TM1142K 42mm,654500,NEO,https://herramientas.cl/ficha/598838/taladro-base-magnetica-neo-tm1142k-42mm
Taladro Percutor 1/2 Pulg Bosch GSB 13 RE 650 W + MALETA+ 5 Brocas,51200,Bosch,https://herramientas.cl/ficha/599720/taladro-percutor-12-pulg-bosch-gsb-13-re-650-w-maleta-5-brocas
Taladro de Impacto Bosch GSB 13 RE 600 W,44810,Bosch,https://herramientas.cl/ficha/610962/taladro-de-impacto-bosch-gsb-13-re-600-w
Taladro 6016 Makita,291260,Makita,https://herramientas.cl/ficha/575578/taladro-6016-makita
Sierra Circular Makita 5007NK 1800 W,119290,Makita,https://herramientas.cl/ficha/575725/sierra-circular-makita-5007nk-1800-w
Sierra Circular Dongcheng DMY03-185 1400W,70270,Dongcheng,https://herramientas.cl/ficha/591584/sierra-circular-dongcheng-dmy03-185-1400w
Pistola de Calor Makita Makita HG5030K,65940,Makita,https://herramientas.cl/ficha/600991/pistola-de-calor-makita-makita-hg5030k-
Cepillo eléctrico + guia + bolso Skil F0121555JK 550W + Guia + Bolso,65340,Skil,https://herramientas.cl/ficha/611723/cepillo-electrico-guia-bolso-skil-f0121555jk-550w-guia-bolso
Esmeril Angular Makita GA7050 2.000 W,80100,Makita,https://herramientas.cl/ficha/575690/esmeril-angular-makita-ga7050-2000-w
Fresadora Skil 1831 1100W,60580,Skil,https://herramientas.cl/ficha/575972/fresadora-skil-1831-1100w
SIERRA CIRCULAR CROWN 1200 W,70790,Uyustools,https://herramientas.cl/ficha/584626/sierra-circular-crown-1200-w
TALADRO PERCUTOR 13MM 600W 631013 Itaka,46600,Itaka,https://herramientas.cl/ficha/597896/taladro-percutor-13mm-600w-631013-itaka
Sierra caladora Bosch GST 90 BE 650W,97210,Bosch,https://herramientas.cl/ficha/575088/sierra-caladora-bosch-gst-90-be-650w
Cepillo Makita 1911B 840W,300170,Makita,https://herramientas.cl/ficha/575656/cepillo-makita-1911b-840w
Esmeril Angular Makita-Mt 115 mm,36550,Makita-Mt,https://herramientas.cl/ficha/589114/esmeril-angular-makita-mt-115-mm
Taladro eléctrico Bosch GBM 1600 RE 850W,90100,Bosch,https://herramientas.cl/ficha/586461/taladro-electrico-bosch-gbm-1600-re-850w
MARTILLO DEMOLEDOR Bosch GSH 5 1.100W,311310,Bosch,https://herramientas.cl/ficha/575042/martillo-demoledor-bosch-gsh-5-1100w
Martillo Rotativo Makita HR1830 440 W,95900,Makita,https://herramientas.cl/ficha/575614/martillo-rotativo-makita-hr1830-440-w
Atornillador 1/4 ¨ Makita FS2500 570 W,105170,Makita,https://herramientas.cl/ficha/575786/atornillador-14-makita-fs2500-570-w
Sierra Circular + Bolso de Transporte Bosch GKS 67-1 1600W,84510,Bosch,https://herramientas.cl/ficha/575155/sierra-circular-bolso-de-transporte-bosch-gks-67-1-1600w
Sierra Sable Inalambrica GSA 12V-Li Bosch 060164L9E Bosch,68070,Bosch,https://herramientas.cl/ficha/599721/sierra-sable-inalambrica-gsa-12v-li-bosch-060164l9e-bosch
Taladro Reversible Makita DS5000 750 W,224920,Makita,https://herramientas.cl/ficha/575579/taladro-reversible-makita-ds5000-750-w
Sierra Caladora Makita JV0600K 650 W,90750,Makita,https://herramientas.cl/ficha/575726/sierra-caladora-makita-jv0600k-650-w
Esmeril Angular Makita GA5020C 1450 W,91300,Makita,https://herramientas.cl/ficha/578328/esmeril-angular-makita-ga5020c-1450-w
Rectificador Dongcheng DSJ05-25 500W,45740,Dongcheng,https://herramientas.cl/ficha/591586/rectificador-dongcheng-dsj05-25-500w
Esmeril Angular Dongcheng DSM06-115 1200W,45740,Dongcheng,https://herramientas.cl/ficha/599610/esmeril-angular-dongcheng-dsm06-115-1200w
Esmeril Angular 9 GA9010C Makita,200300,Makita,https://herramientas.cl/ficha/575691/esmeril-angular-9-ga9010c-makita
Martillo perforador Skil 1859 750W,73800,Skil,https://herramientas.cl/ficha/575973/martillo-perforador-skil-1859-750w
Esmeril Angular 4 1/2 Makita M9502RG,25900,Makita,https://herramientas.cl/ficha/587576/esmeril-angular-4-12-makita-m9502rg
Martillo Demoledor SDS Max Dewalt D25899K 2.040 ipm,833170,Dewalt,https://herramientas.cl/ficha/575249/martillo-demoledor-sds-max-dewalt-d25899k-2040-ipm
Rotomartillo Dewalt D25414KT 1.000 W,481900,Dewalt,https://herramientas.cl/ficha/575250/rotomartillo-dewalt-d25414kt-1000-w
Atornillador Dewalt DW255 540 W,120860,Dewalt,https://herramientas.cl/ficha/575200/atornillador-dewalt-dw255-540-w
SIERRA SABLE - 25MM (1) 1010W 0-2.800SPM Makita-MT M4500KG,132590,Makita-Mt,https://herramientas.cl/ficha/589115/sierra-sable-25mm-1-1010w-0-2800spm-makita-mt-m4500kg
Martillo Demoledor Bosch GSH-5 CE 1.150W,490260,Bosch,https://herramientas.cl/ficha/575043/martillo-demoledor-bosch-gsh-5-ce-1150w
Atornillador de Impacto Hexagonal 1/4¨ Makita TD0100 230 W,90410,Makita,https://herramientas.cl/ficha/575615/atornillador-de-impacto-hexagonal-14-makita-td0100-230-w
Sierra Circular Makita 5007MGK 7-1/4,127360,Makita,https://herramientas.cl/ficha/575787/sierra-circular-makita-5007mgk-7-14
Martillo Ligero Makita HR2631FT 800 W,286820,Makita,https://herramientas.cl/ficha/577923/martillo-ligero-makita-hr2631ft-800-w
Power Chisel,216010,Arbortech,https://herramientas.cl/ficha/611234/power-chisel
Sierra Circular Makita DHS710RF2J 4.800 rpm,352020,Makita,https://herramientas.cl/ficha/612261/sierra-circular-makita-dhs710rf2j-4800-rpm
Taladro Reversible Makita 6407 530 W,125720,Makita,https://herramientas.cl/ficha/575580/taladro-reversible-makita-6407-530-w
PISTOLA AIRE CALIENTE CROWN Uyustools CT19004 1600 W,22540,Uyustools,https://herramientas.cl/ficha/584366/pistola-aire-caliente-crown-uyustools-ct19004-1600-w
Taladro de Impacto Bosch GSB 20-2 RE 800W,109230,Bosch,https://herramientas.cl/ficha/577684/taladro-de-impacto-bosch-gsb-20-2-re-800w
Esmeril Angular 5 Makita,53240,Makita-Mt,https://herramientas.cl/ficha/578329/esmeril-angular-5-makita
Esmeril Angular Dongcheng DSM02-115 710 W,29070,Dongcheng,https://herramientas.cl/ficha/591587/esmeril-angular-dongcheng-dsm02-115-710-w
Esmeril Angular Dongcheng DSM150A 1200W,49010,Dongcheng,https://herramientas.cl/ficha/599611/esmeril-angular-dongcheng-dsm150a-1200w
Pulidora Dongcheng DSP03-180 1020W,65630,Dongcheng,https://herramientas.cl/ficha/605724/pulidora-dongcheng-dsp03-180-1020w
Esmeril Angular Makita GA9020 2.200 W,102140,Makita,https://herramientas.cl/ficha/575692/esmeril-angular-makita-ga9020-2200-w
ESMERIL ANGULAR 180mm %287”%29 Makita-MT M9000G,69000,Makita-Mt,https://herramientas.cl/ficha/587577/esmeril-angular-180mm-28729-makita-mt-m9000g
Esmeril Angular Makita GA9030 2.400 W,131480,Makita,https://herramientas.cl/ficha/575693/esmeril-angular-makita-ga9030-2400-w
ESMERIL ANGULAR 230mm %289”%29 MAKITA-MT M9001G,87700,Makita-Mt,https://herramientas.cl/ficha/587578/esmeril-angular-230mm-28929-makita-mt-m9001g
Rotomartillo SDS Max Dewalt D25601K 1.250W,839600,Dewalt,https://herramientas.cl/ficha/575251/rotomartillo-sds-max-dewalt-d25601k-1250w
Herramienta Multiproposito Recargable Dongcheng DCMD12E 12V,101720,Dongcheng,https://herramientas.cl/ficha/605639/herramienta-multiproposito-recargable-dongcheng-dcmd12e-12v
Sierra Sable Bosch GSA 1100 E 1100W,104840,Bosch,https://herramientas.cl/ficha/575090/sierra-sable-bosch-gsa-1100-e-1100w
Lijadora de Banda 3 x 18 9910 Makita,163970,Makita,https://herramientas.cl/ficha/575658/lijadora-de-banda-3-x-18-9910-makita
Lijadora Orbital Bosch GSS 23 AE 190W,79080,Bosch,https://herramientas.cl/ficha/575044/lijadora-orbital-bosch-gss-23-ae-190w
Martillo Rotativo Makita Makita HR2230 22 mm,115660,Makita,https://herramientas.cl/ficha/575616/martillo-rotativo-makita-makita-hr2230-22-mm
Atornillador eléctrico Bosch GSR 7-14 E 400W,64400,Bosch,https://herramientas.cl/ficha/575157/atornillador-electrico-bosch-gsr-7-14-e-400w
Mini Carver Arbortech MINFG60000 18.000 rpm,288900,Arbortech,https://herramientas.cl/ficha/611235/mini-carver-arbortech-minfg60000-18000-rpm
Sierra Sable Mini Makita Makita JR1000FT 340 W,297580,Makita,https://herramientas.cl/ficha/575729/sierra-sable-mini-makita-makita-jr1000ft-340-w
Taladro de impacto Bosch GSB 20-2 RE 800 W,113640,Bosch,https://herramientas.cl/ficha/577685/taladro-de-impacto-bosch-gsb-20-2-re-800-w
Rotomartillo Electroneumático Makita m-t Makita-Mt M8700G SDS-PLUS,107620,Makita-Mt,https://herramientas.cl/ficha/578330/rotomartillo-electroneumatico-makita-m-t-makita-mt-m8700g-sds-plus
Esmeril Angular Dongcheng DSM02-125B 1200W,43340,Dongcheng,https://herramientas.cl/ficha/591588/esmeril-angular-dongcheng-dsm02-125b-1200w
Pulidora Dongcheng DSP180 750 W,59180,Dongcheng,https://herramientas.cl/ficha/605725/pulidora-dongcheng-dsp180-750-w
Esmeril Angular Makita GA9040S 2.600 W,135590,Makita,https://herramientas.cl/ficha/575694/esmeril-angular-makita-ga9040s-2600-w
Martillo Demoledor SDS MAX Dewalt D25901K 1.500W,929210,Dewalt,https://herramientas.cl/ficha/575252/martillo-demoledor-sds-max-dewalt-d25901k-1500w
Martillo Demoledor SDS Max Einhell TE-DH 12 1.050 W,129900,Einhell,https://herramientas.cl/ficha/597966/martillo-demoledor-sds-max-einhell-te-dh-12-1050-w
Lijadora de Banda Makita 9911 650 W,120180,Makita,https://herramientas.cl/ficha/575659/lijadora-de-banda-makita-9911-650-w
Atornillador Dewalt DW257 540 W,142970,Dewalt,https://herramientas.cl/ficha/575202/atornillador-dewalt-dw257-540-w
Atornillador Drywall Skil 6520 520W,48290,Skil,https://herramientas.cl/ficha/600133/atornillador-drywall-skil-6520-520w
Pulidora Inalámbrica Milwaukee 2738-20 7,267600,Milwaukee,https://herramientas.cl/ficha/610612/pulidora-inalambrica-milwaukee-2738-20-7
MARTILLO DEMOLEDOR Bosch GSH 16-28 1.750W,978710,Bosch,https://herramientas.cl/ficha/575045/martillo-demoledor-bosch-gsh-16-28-1750w
Martillo Rotativo Makita HR2300 720 W,121180,Makita,https://herramientas.cl/ficha/575617/martillo-rotativo-makita-hr2300-720-w
Esmeril Angular Makita GA7063R 2200 W,131490,Makita,https://herramientas.cl/ficha/591714/esmeril-angular-makita-ga7063r-2200-w
Taladro de impacto Bosch GSB-13 RE 650W,47240,Bosch,https://herramientas.cl/ficha/586465/taladro-de-impacto-bosch-gsb-13-re-650w
Taladro Reversible Makita 6413 450 W,58870,Makita,https://herramientas.cl/ficha/575582/taladro-reversible-makita-6413-450-w
Sierra Sable 1010 W. - Vel. Variable. Capacidad máxima corte 90 mm.,124130,Makita,https://herramientas.cl/ficha/575731/sierra-sable-1010-w-vel-variable-capacidad-maxima-corte-90-mm-
Esmeril Angular Dongcheng DSM02-180B 2020W,87830,Dongcheng,https://herramientas.cl/ficha/591589/esmeril-angular-dongcheng-dsm02-180b-2020w
Esmeril Recto Dongcheng DSS150 1020W,55050,Dongcheng,https://herramientas.cl/ficha/605726/esmeril-recto-dongcheng-dss150-1020w
Rectificadora de matrices Makita GD0602 400 W,100580,Makita,https://herramientas.cl/ficha/575695/rectificadora-de-matrices-makita-gd0602-400-w
Mezclador de Pintura Einhell TC-MX 1200 E 1.200 W,44900,Einhell,https://herramientas.cl/ficha/587659/mezclador-de-pintura-einhell-tc-mx-1200-e-1200-w
Rotomartillo SDS Max Dewalt D25762K 1.500W,799900,Dewalt,https://herramientas.cl/ficha/575253/rotomartillo-sds-max-dewalt-d25762k-1500w
Pistola Para Pintar Einhell TC-SY 500 P 500 W,28500,Einhell,https://herramientas.cl/ficha/597967/pistola-para-pintar-einhell-tc-sy-500-p-500-w
Cepillo Makita KP0800 620 W,185740,Makita,https://herramientas.cl/ficha/575660/cepillo-makita-kp0800-620-w
Atornillador con Control de Torque Dewalt DW268 540 W,156740,Dewalt,https://herramientas.cl/ficha/575204/atornillador-con-control-de-torque-dewalt-dw268-540-w
Lijadora Angular 7¨ Bosch GWS 22 U 2200W,200240,Bosch,https://herramientas.cl/ficha/575046/lijadora-angular-7-bosch-gws-22-u-2200w
Martillo Rotativo SDS-PLUS Makita HR2810T 800 W,242400,Makita,https://herramientas.cl/ficha/575618/martillo-rotativo-sds-plus-makita-hr2810t-800-w
Adaptador acopable Bosch MA 55,106020,Bosch,https://herramientas.cl/ficha/575159/adaptador-acopable-bosch-ma-55-
Rotomartillo Bosch GBH 2-24 D 820W,116990,Bosch,https://herramientas.cl/ficha/611274/rotomartillo-bosch-gbh-2-24-d-820w
Sierra Sable Makita DJR360RT2 5.0 A.H,386560,Makita,https://herramientas.cl/ficha/612264/sierra-sable-makita-djr360rt2-50-ah
Taladro Percusión Makita HP1630K 3.200 rpm,55530,Makita,https://herramientas.cl/ficha/575583/taladro-percusion-makita-hp1630k-3200-rpm
Sierra Circular Makita N5900B 2000 W,114700,Makita,https://herramientas.cl/ficha/575732/sierra-circular-makita-n5900b-2000-w
Sierra Circular Milwaukee 6430-59 7 1/4,139800,Milwaukee,https://herramientas.cl/ficha/578840/sierra-circular-milwaukee-6430-59-7-14
Esmeril angular Bosch GWS 11-125 1100W,114470,Bosch,https://herramientas.cl/ficha/588401/esmeril-angular-bosch-gws-11-125-1100w
Esmeril Angular Dongcheng DSM02-230B 2020W,98020,Dongcheng,https://herramientas.cl/ficha/591590/esmeril-angular-dongcheng-dsm02-230b-2020w
Rotomartillo SDS Plus Dongcheng DZC05-26 26MM,78460,Dongcheng,https://herramientas.cl/ficha/599616/rotomartillo-sds-plus-dongcheng-dzc05-26-26mm
Taladro de impacto Bosch GSB 550 RE 550W,35990,Bosch,https://herramientas.cl/ficha/601158/taladro-de-impacto-bosch-gsb-550-re-550w
Esmeril Angular Makita GA9050 2.000 W,80100,Makita,https://herramientas.cl/ficha/575696/esmeril-angular-makita-ga9050-2000-w
Atornillador autoalimentado Makita 6842,327700,Makita,https://herramientas.cl/ficha/587665/atornillador-autoalimentado-makita-6842
Pistola de calor Bosch GHG 630 DCE 2.200W,108350,Bosch,https://herramientas.cl/ficha/575093/pistola-de-calor-bosch-ghg-630-dce-2200w
Lijadora de Banda Makita 9924DB 3 x 24 850 W,290240,Makita,https://herramientas.cl/ficha/575661/lijadora-de-banda-makita-9924db-3-x-24-850-w
Martillo demoledor Makita Makita HM1812,1334890,Makita,https://herramientas.cl/ficha/587331/martillo-demoledor-makita-makita-hm1812-
Sierra Caladora 450W - Vel. Variable. Capacidad Max. Corte 65 mm. MAKITA MT (Reemplaza a modelo MJV431),75600,Makita-Mt,https://herramientas.cl/ficha/600201/sierra-caladora-450w-vel-variable-capacidad-max-corte-65-mm-makita-mt-reemplaza-a-modelo-mjv431
Lijadora Orbital Bosch GSS 140-1 A 180 W,59140,Bosch,https://herramientas.cl/ficha/586467/lijadora-orbital-bosch-gss-140-1-a-180-w
Esmeril Angular Bosch GWS 11-125 P 11.00 W,119150,Bosch,https://herramientas.cl/ficha/575048/esmeril-angular-bosch-gws-11-125-p-1100-w
Martillo Rotativo Makita Makita HR3210C SDS-PLUS 32 mm.,450610,Makita,https://herramientas.cl/ficha/575619/martillo-rotativo-makita-makita-hr3210c-sds-plus-32-mm
Lijadora Roto Orbital Gladiator LR605 300W,30881,Gladiator,https://herramientas.cl/ficha/611276/lijadora-roto-orbital-gladiator-lr605-300w
Taladro de Percusión Makita HP1640 760 W,69670,Makita,https://herramientas.cl/ficha/575585/taladro-de-percusion-makita-hp1640-760-w
Cortadora 4.3/8 (110 mm.) 1.400 W. corte 45º / incluye disco diamantado,114080,Makita,https://herramientas.cl/ficha/575733/cortadora-438-110-mm-1400-w-corte-45-incluye-disco-diamantado-
Sierra caladora Bosch GST 75 E 710W,74690,Bosch,https://herramientas.cl/ficha/577694/sierra-caladora-bosch-gst-75-e-710w
Esmeril Angular Dongcheng DSM03-115 850mm,35140,Dongcheng,https://herramientas.cl/ficha/591591/esmeril-angular-dongcheng-dsm03-115-850mm
Taladro Impacto Dongcheng DZJ03-13 500W,43340,Dongcheng,https://herramientas.cl/ficha/599617/taladro-impacto-dongcheng-dzj03-13-500w
Lijadora Orbital Bosch GSS 140 200 W,47690,Bosch,https://herramientas.cl/ficha/601160/lijadora-orbital-bosch-gss-140-200-w
Rectificadora de Matrices 1/4 Sistema SJS GD0800C Makita,288810,Makita,https://herramientas.cl/ficha/575697/rectificadora-de-matrices-14-sistema-sjs-gd0800c-makita
Esmeril angular Makita 9557HNRGK 840 W,106260,Makita,https://herramientas.cl/ficha/587668/esmeril-angular-makita-9557hnrgk-840-w
Martillo Demoledor Dewalt D25960K 1.600W,1128710,Dewalt,https://herramientas.cl/ficha/575256/martillo-demoledor-dewalt-d25960k-1600w
Martillo Rotativo Makita Makita HR1841F 2.100 rpm,116840,Makita,https://herramientas.cl/ficha/598017/martillo-rotativo-makita-makita-hr1841f-2100-rpm
Cepillo Makita KP0810 850 W,257110,Makita,https://herramientas.cl/ficha/575662/cepillo-makita-kp0810-850-w
Taladro Rotación Dewalt DWD014 10mm (3/8),47260,Dewalt,https://herramientas.cl/ficha/578053/taladro-rotacion-dewalt-dwd014-10mm-38
Esmeril Angular Dewalt DWE4010 700 W,34850,Dewalt,https://herramientas.cl/ficha/575211/esmeril-angular-dewalt-dwe4010-700-w
Sierra caladora Skil 4400 400W,20520,Skil,https://herramientas.cl/ficha/589136/sierra-caladora-skil-4400-400w
Esmeril Angular 4.1/2 (115 mm.) 570 W. - 10.000 rpm. - 1.5 kg. MAKITA MT,33270,Makita-Mt,https://herramientas.cl/ficha/600202/esmeril-angular-412-115-mm-570-w-10000-rpm-15-kg-makita-mt-
Esmeril Wesco WS4740 750W 115mm,35130,Wesco,https://herramientas.cl/ficha/611571/esmeril-wesco-ws4740-750w-115mm
Esmeril angular 7 Bosch GWS 24-180 2.400W,114470,Bosch,https://herramientas.cl/ficha/575049/esmeril-angular-7-bosch-gws-24-180-2400w
Martillo Rotativo Makita HR2460 780 W,123150,Makita,https://herramientas.cl/ficha/575620/martillo-rotativo-makita-hr2460-780-w
Martillo Demoledor Hexagonal 30mm Gladiator MD 850K 1500W,239584,Gladiator,https://herramientas.cl/ficha/611278/martillo-demoledor-hexagonal-30mm-gladiator-md-850k-1500w
Taladro de Percusión Makita HP1640K 760W,78830,Makita,https://herramientas.cl/ficha/575587/taladro-de-percusion-makita-hp1640k-760w
Sierra Sable Makita Makita JR3070CT 1510w,248270,Makita,https://herramientas.cl/ficha/575734/sierra-sable-makita-makita-jr3070ct-1510w
Lijadora orbital Bosch GSS 140-1 180W,50310,Bosch,https://herramientas.cl/ficha/577700/lijadora-orbital-bosch-gss-140-1-180w
Esmeril Angular Dongcheng DSM03-150S 1400W,59900,Dongcheng,https://herramientas.cl/ficha/591592/esmeril-angular-dongcheng-dsm03-150s-1400w
